Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Walking,2020-10-10 15:01:22,false,"Walking","4.25","489","01:49:46","92","118","0.3","56","250","25:48","0:36","39","658","0.70","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","08:03.80","5","0.0","4.25","658","01:10:05","01:49:49","2,388","3,030"
Walking,2020-10-10 10:32:54,false,"Walking","4.54","1,102","03:13:59","102","151","1.9","36","233","42:44","6:19","668","61","0.66","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:29.03","6","0.0","4.54","61","01:19:27","03:16:45","2,461","3,073"
Pool Swimming,2020-10-07 18:30:45,false,"Pool Swimming","1,900","453","00:41:27","139","172","3.3","--","--","1:56","1:16","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","927","41","25","0","0:00","0.0","0:00","No","00:26.01","30","0.0","1,900","--","00:36:43","00:58:21","--","--"
Running,2020-10-05 17:14:37,false,"Easy Run","8.07","653","00:47:13","145","162","3.6","154","178","5:51","4:28","--","--","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:31.16","10","0.0","8.07","--","00:47:10","00:47:13","551","554"
Running,2020-10-03 07:29:20,false,"Running","8.22","670","00:39:54","168","183","4.9","169","184","4:51","3:31","89","85","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:06.08","9","0.0","8.22","85","00:39:49","00:39:54","540","582"
Running,2020-09-29 17:12:13,false,"Speed Repeats","7.52","680","00:47:06","154","180","4.0","146","246","6:16","2:33","82","82","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:30.00","20","0.0","7.52","82","00:44:34","00:48:21","540","582"
Running,2020-09-28 19:28:27,false,"Easy Run","7.36","617","00:42:09","155","173","4.0","151","201","5:43","4:29","34","34","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:16.79","9","0.0","7.36","34","00:38:46","00:42:09","553","586"
Running,2020-09-26 06:14:25,false,"Long Easy Run","17.92","1,536","01:45:02","155","175","5.0","159","174","5:52","4:37","90","89","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:01.80","20","0.0","17.92","89","01:44:02","01:45:02","540","580"
Pool Swimming,2020-09-25 17:04:56,false,"Pool Swimming","1,200","288","00:23:50","113","128","1.1","--","--","1:59","1:34","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","584","42","25","0","0:00","0.0","0:00","No","00:00.69","3","0.0","1,200","--","00:23:45","00:23:54","--","--"
Running,2020-09-24 17:41:32,false,"Stride Repeats","5.33","461","00:33:03","149","169","3.3","152","211","6:12","2:43","9","9","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.08","29","0.0","5.33","9","00:31:54","00:33:03","559","566"
Running,2020-09-23 18:25:52,false,"Speed Repeats","7.88","754","00:50:04","158","184","4.8","149","236","6:21","4:01","86","85","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.80","18","0.0","7.88","85","00:45:56","00:50:04","540","582"
Pool Swimming,2020-09-18 15:35:50,false,"Pool Swimming","1,100","262","00:24:56","126","138","2.1","--","--","2:14","1:54","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","584","47","24","0","0:00","0.0","0:00","No","00:00.59","7","0.0","1,100","--","00:24:36","00:25:00","--","--"
Pool Swimming,2020-09-16 18:05:06,false,"Pool Swimming","750","177","00:16:06","115","125","1.0","--","--","2:09","1:44","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","392","45","24","0","0:00","0.0","0:00","No","16:06.00","1","0.0","750","--","00:16:06","00:16:11","--","--"
Running,2020-09-15 18:38:15,false,"Goal Pace Run","7.62","621","00:44:33","150","174","3.7","157","213","5:51","4:00","31","31","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.04","11","0.0","7.62","31","00:44:05","00:44:33","550","566"
Running,2020-09-14 17:39:25,false,"Stride Repeats","4.20","382","00:30:11","141","168","3.0","128","235","7:11","2:06","8","8","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.63","28","0.0","4.20","8","00:26:43","00:31:14","560","565"
Running,2020-09-10 18:06:46,false,"Easy Run","7.34","622","00:41:11","154","175","4.0","155","171","5:37","4:29","39","39","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:05.03","9","0.0","7.34","39","00:40:02","00:41:16","553","586"
Pool Swimming,2020-09-09 16:58:35,false,"Pool Swimming","700","168","00:14:59","119","138","1.6","--","--","2:08","1:51","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","373","45","25","0","0:00","0.0","0:00","No","14:59.15","1","0.0","700","--","00:14:59","00:15:10","--","--"
Running,2020-09-08 17:14:56,false,"Long Easy Run","15.25","1,358","01:34:24","154","173","5.0","155","169","6:11","4:45","61","59","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:54.02","17","0.0","15.25","59","01:34:15","01:37:07","551","580"
Running,2020-09-07 18:03:19,false,"Speed Repeats","8.15","757","00:51:00","155","181","4.3","150","206","6:15","3:06","65","67","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:30.00","29","0.0","8.15","67","00:50:49","00:51:00","539","567"
Running,2020-09-05 18:08:32,false,"Progression Run","7.15","613","00:39:46","154","181","4.1","156","189","5:34","3:30","28","32","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:43.91","9","0.0","7.15","32","00:39:25","00:39:46","553","585"
Running,2020-09-03 16:35:35,false,"Easy Run","9.33","761","00:50:00","156","177","4.3","161","182","5:21","3:56","45","49","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.28","11","0.0","9.33","49","00:49:56","00:50:00","552","586"
Running,2020-09-02 16:27:00,false,"Progression Run","7.41","641","00:42:04","151","179","3.9","156","196","5:41","3:41","30","25","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:41.48","10","0.0","7.41","25","00:42:02","00:42:09","552","567"
Running,2020-08-31 19:55:48,false,"Easy Run","7.19","634","00:39:50","158","172","4.0","157","166","5:32","4:37","31","36","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:19.73","9","0.0","7.19","36","00:39:42","00:40:06","553","586"
Running,2020-08-28 16:32:02,false,"Cherwell - Speed Repeats","11.62","896","01:04:33","148","177","3.9","156","230","5:33","2:33","14","13","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:30.00","28","0.0","11.62","13","01:04:21","01:04:41","65","73"
Running,2020-08-27 17:18:11,false,"Cherwell - Easy Run","7.86","629","00:43:52","148","165","3.7","148","199","5:35","4:02","16","18","1.21","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:52.18","9","0.0","7.86","18","00:40:55","00:43:52","67","85"
Running,2020-08-25 17:39:57,false,"Cherwell - Long Easy Run","16.56","1,222","01:30:36","144","159","3.9","159","173","5:28","4:34","34","34","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:21.06","19","0.0","16.56","34","01:30:03","01:30:36","67","96"
Running,2020-08-24 16:30:54,false,"Stratford on Avon - Stride Repeats","5.76","460","00:31:48","150","169","3.3","158","211","5:31","1:46","11","12","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:20.00","25","0.0","5.76","12","00:31:45","00:31:48","45","59"
Running,2020-08-20 17:02:57,false,"Stratford on Avon - Easy Run","8.20","647","00:45:00","150","172","3.8","153","199","5:29","4:22","19","21","1.19","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:25.92","9","0.0","8.20","21","00:44:25","00:45:00","35","46"
Running,2020-08-18 15:46:50,false,"Stratford on Avon - Speed Repeats","6.51","543","00:40:06","148","176","3.3","142","201","6:10","2:25","35","--","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:20.78","22","0.0","6.51","--","00:39:37","00:40:06","45","80"
Running,2020-08-17 18:36:51,false,"Stratford on Avon - Easy Run","4.50","42","00:25:00","116","134","0.4","155","167","5:33","5:19","--","3","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:59.94","2","0.0","4.50","3","00:03:55","00:04:03.7","41","46"
Running,2020-08-16 18:30:03,false,"Stratford on Avon - Long Easy Run","15.41","1,217","01:25:03","151","166","4.6","157","197","5:31","4:28","53","18","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.49","18","0.0","15.41","18","01:24:47","01:25:03","36","80"
Running,2020-08-14 18:22:22,false,"Stratford on Avon - Stride Repeats","5.80","480","00:33:46","150","174","3.4","152","208","5:50","2:09","16","16","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:20.00","26","0.0","5.80","16","00:33:37","00:35:30","45","59"
Running,2020-08-12 17:52:13,false,"Stratford on Avon Running","8.40","655","00:50:01","145","176","3.7","148","237","5:57","3:40","28","26","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:35.16","9","0.0","8.40","26","00:49:39","00:50:01","45","72"
Running,2020-08-10 16:23:58,false,"Stratford on Avon - Easy Run","7.51","639","00:45:00","152","167","3.8","149","217","6:00","3:50","80","77","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:57.45","9","0.0","7.51","77","00:44:02","00:45:00","46","112"
Running,2020-08-08 18:34:10,false,"Stratford on Avon - Long Easy Run","17.59","1,558","01:40:00","161","177","5.0","154","211","5:41","4:18","51","50","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:33.41","20","0.0","17.59","50","01:37:41","01:40:00","45","76"
Running,2020-08-06 09:07:33,false,"Coux et Bigaroque-Mouzens - Progression Run","11.85","985","01:06:53","153","175","4.6","157","181","5:39","3:50","233","232","1.12","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:47.50","14","0.0","11.85","232","01:06:46","01:07:02","66","187"
Pool Swimming,2020-08-05 16:27:38,false,"Pool Swimming","630","158","00:22:21","105","128","0.5","--","--","2:32","1:16","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","305","28","19","0","0:00","0.0","0:00","No","02:36.70","3","0.0","630","--","00:16:00","00:31:48","--","--"
Pool Swimming,2020-08-04 14:47:47,false,"Pool Swimming","336","75","00:15:28","129","153","2.2","--","--","4:29","1:33","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","485","58","32","0","0:00","0.0","0:00","No","00:01.14","2","0.0","336","--","00:15:04","00:16:18","--","--"
Running,2020-08-04 07:54:59,false,"Coux et Bigaroque-Mouzens - Speed Repeats","7.28","597","00:51:00","136","165","3.2","129","223","7:01","2:59","111","110","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:30.00","29","0.0","7.28","110","00:46:30","00:54:21","99","173"
Pool Swimming,2020-08-03 16:22:58,false,"Pool Swimming","140","33","00:06:53.4","104","135","0.5","--","--","3:37","1:15","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","170","47","34","0","0:00","0.0","0:00","No","06:53.41","1","0.0","140","--","00:05:03.6","00:07:01.3","--","--"
Running,2020-08-03 08:10:29,false,"Coux et Bigaroque-Mouzens - Easy Run","6.45","525","00:40:07","141","162","3.2","156","169","6:13","4:47","153","155","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:05.64","9","0.0","6.45","155","00:40:02","00:40:36","97","168"
Running,2020-08-01 06:44:59,false,"Cherwell - Long Easy Run","15.81","1,278","01:30:00","153","174","5.0","152","202","5:42","4:28","21","22","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:39.11","18","0.0","15.81","22","01:27:17","01:32:42","65","73"
Running,2020-07-30 18:00:07,false,"Cherwell - Stride Repeats","4.93","442","00:30:33","155","178","3.5","147","211","6:12","2:23","2","4","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:20.00","21","0.0","4.93","4","00:30:07","00:31:15","65","70"
Running,2020-07-28 17:48:55,false,"Cherwell - Easy Run","7.77","596","00:40:00","157","174","4.1","158","205","5:09","4:22","208","203","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:09.29","10","0.0","7.77","203","00:39:57","00:40:00","73","110"
Running,2020-07-27 16:40:39,false,"Cherwell - Easy Run","4.76","416","00:30:00","150","173","3.4","143","197","6:18","4:25","149","123","1.11","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:21.26","6","0.0","4.76","123","00:27:27","00:30:00","39","89"
Running,2020-07-25 15:05:06,false,"Stratford on Avon - Easy Run","8.81","682","00:50:00","149","169","4.0","153","170","5:40","4:39","183","164","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:18.11","10","0.0","8.81","164","00:49:20","00:50:00","32","83"
Running,2020-07-24 16:03:27,false,"Stratford on Avon - Easy Run","5.24","415","00:30:09","149","168","3.3","152","168","5:45","4:36","157","162","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:01.77","8","0.0","5.24","162","00:30:01","00:30:46","46","66"
Running,2020-07-21 17:22:26,false,"Stratford on Avon - Easy Run","6.87","536","00:37:04","158","176","3.9","161","176","5:24","4:05","17","19","1.15","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:15.12","10","0.0","6.87","19","00:36:58","00:37:19","34","46"
Running,2020-07-20 17:07:49,false,"Stratford on Avon - Easy Run","5.96","461","00:36:31","146","169","3.5","149","178","6:08","4:01","61","61","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:43.03","7","0.0","5.96","61","00:34:49","00:36:49","45","108"
Running,2020-07-18 06:46:00,false,"Stratford on Avon - Easy Run","9.96","821","01:00:05","156","176","5.0","151","239","6:02","4:30","49","48","1.09","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.21","12","0.0","9.96","48","00:59:53","01:00:05","34","79"
Running,2020-07-16 21:02:11,false,"Easy Run","5.36","433","00:30:01","157","178","4.2","157","173","5:36","4:22","28","14","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.78","7","0.0","5.36","14","00:29:54","00:30:11","552","574"
Running,2020-07-14 18:51:28,false,"Benchmark Run","1.60","128","00:09:00","154","179","2.7","142","169","5:38","3:09","22","17","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:34.60","4","0.0","1.60","17","00:08:36.4","00:09:00","552","566"
Running,2020-07-11 20:01:36,false,"Benchmark Run","5.00","391","00:28:10","157","177","4.0","150","184","5:38","3:38","25","26","1.16","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:45.67","8","0.0","5.00","26","00:28:09","00:28:30","552","565"
