Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Other,2022-06-21 18:07:49,false,"Airbike","0.00","296","00:25:30","137","157","3.0","65","138","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","25:30.31","1","0.0","0.00","--","00:00:00","00:25:30","--","--"
Running,2022-06-18 09:12:36,false,"Running","4.73","404","00:34:08","145","167","3.1","157","169","7:13","5:39","79","85","0.88","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.68","6","0.0","4.73","85","00:33:54","00:34:08","205","219"
Other,2022-06-09 18:24:12,false,"Airbike","0.00","132","00:25:53","93","119","0.6","28","123","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","25:52.95","1","0.0","0.00","--","00:00:00","00:25:53","--","--"
Running,2022-06-06 18:40:36,false,"Running","5.66","554","00:39:01","164","190","4.7","141","182","6:53","4:41","80","85","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:00.79","8","0.0","5.66","85","00:36:13","00:39:01","205","219"
Running,2022-06-04 05:57:59,false,"Running","6.02","471","00:40:08","137","154","3.1","166","174","6:40","2:02","123","88","0.91","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:21.06","7","0.0","6.02","88","00:40:04","00:40:08","179","229"
Running,2022-06-02 07:01:34,false,"Running","4.61","378","00:34:02","140","162","3.1","150","221","7:23","4:28","107","108","0.90","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:16.31","6","0.0","4.61","108","00:33:46","00:34:02","205","220"
Other,2022-05-28 08:11:35,false,"Airbike","0.00","508","00:43:38","139","158","3.4","48","159","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","43:37.97","1","0.0","0.00","--","00:00:00","00:43:38","--","--"
Other,2022-05-26 19:09:04,false,"Airbike","0.00","311","00:31:43","123","145","2.4","17","159","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","31:42.72","1","0.0","0.00","--","00:00:00","00:31:43","--","--"
Running,2022-05-21 06:30:02,false,"Running","5.42","447","00:32:58","157","180","3.8","160","169","6:05","5:14","31","36","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:26.98","6","0.0","5.42","36","00:32:56","00:32:58","210","218"
Running,2022-05-17 06:18:19,false,"Running","4.20","340","00:26:37","145","160","3.2","163","171","6:21","5:39","23","29","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:13.53","5","0.0","4.20","29","00:26:36","00:26:37","205","220"
Running,2022-05-15 06:48:17,false,"Running","5.03","407","00:31:39","147","167","3.4","164","172","6:18","5:34","85","92","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:10.99","6","0.0","5.03","92","00:31:38","00:31:39","205","220"
Running,2022-05-11 05:49:39,false,"Running","4.56","374","00:30:05","148","166","3.2","163","169","6:36","5:30","39","42","0.93","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.83","6","0.0","4.56","42","00:30:03","00:30:05","205","220"
Running,2022-05-08 06:14:55,false,"Running","10.00","806","00:56:29","163","181","5.0","165","174","5:39","4:36","91","96","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:08.29","10","0.0","10.00","96","00:56:26","00:56:29","206","225"
Running,2022-05-04 06:37:15,false,"Running","8.02","651","00:51:23","145","182","4.1","164","178","6:24","4:38","77","70","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:23.44","9","0.0","8.02","70","00:51:09","00:51:23","211","231"
Other,2022-05-03 08:28:54,false,"Airbike","0.00","275","00:26:11","135","177","3.1","57","164","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","26:10.61","1","0.0","0.00","--","00:00:00","00:26:11","--","--"
Running,2022-04-30 06:34:02,false,"Running","6.01","536","00:39:05","153","174","4.3","161","169","6:30","5:51","--","--","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.26","7","0.0","6.01","--","00:39:04","00:39:05","--","--"
Other,2022-04-27 16:56:00,false,"Airbike","0.00","169","00:38:13","121","142","2.1","24","168","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","38:13.11","1","0.0","0.00","--","00:00:00","00:38:13","--","--"
Running,2022-04-24 19:01:28,false,"Running","4.76","382","00:30:10","148","167","3.4","159","166","6:20","5:31","0","3","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:10.14","6","0.0","4.76","3","00:30:09","00:30:10","206","219"
Running,2022-04-23 07:51:28,false,"Running","5.40","442","00:34:07","150","172","3.9","150","241","6:19","3:47","5","--","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:49.26","7","0.0","5.40","--","00:32:46","00:34:07","210","220"
Running,2022-04-15 07:21:51,false,"Running","5.01","397","00:30:33","147","170","3.6","159","169","6:06","4:50","50","51","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:08.04","6","0.0","5.01","51","00:30:16","00:30:33","540","574"
Running,2022-04-10 07:21:54,false,"Running","6.40","596","00:41:26","167","184","5.0","157","166","6:29","5:11","137","143","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:26.25","8","0.0","6.40","143","00:41:20","00:41:26","205","220"
Running,2022-04-04 06:37:09,false,"Running","4.67","387","00:30:03","148","167","3.4","159","168","6:26","5:21","75","86","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.54","6","0.0","4.67","86","00:30:02","00:30:03","205","219"
Running,2022-03-25 19:09:01,false,"Running","4.83","390","00:30:06","152","168","3.5","156","164","6:14","5:18","82","75","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.61","6","0.0","4.83","75","00:29:58","00:30:06","205","219"
Running,2022-03-20 06:30:09,false,"Running","8.00","673","00:52:00","0","0","--","--","--","6:30","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.00","1","0.0","8.00","--","00:00:00","00:00:00","--","--"
Running,2022-03-18 07:33:21,false,"Running","5.01","406","00:30:19","154","173","3.7","162","171","6:03","5:18","38","40","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.08","6","0.0","5.01","40","00:30:15","00:30:19","205","219"
Running,2022-03-15 08:00:03,false,"Running","4.03","327","00:25:51","150","173","3.3","154","171","6:25","5:26","10","12","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:27.48","5","0.0","4.03","12","00:25:32","00:25:52","211","218"
Running,2022-03-13 08:23:41,false,"Running","3.77","310","00:35:06","128","154","2.7","122","166","9:19","5:49","78","74","0.87","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:53.65","4","0.0","3.77","74","00:32:19","00:35:06","205","220"
Running,2022-03-11 17:42:21,false,"Running","5.38","441","00:33:03","152","171","3.7","159","168","6:09","4:28","108","105","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.01","7","0.0","5.38","105","00:32:49","00:33:03","205","219"
Running,2022-03-06 08:45:30,false,"Running","3.53","284","00:20:54","153","169","3.2","161","169","5:55","5:05","--","4","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:15.48","4","0.0","3.53","4","00:20:52","00:20:54","210","218"
Running,2022-03-03 18:17:06,false,"Running","5.02","427","00:31:40","150","173","3.7","155","168","6:19","5:22","89","88","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:12.62","6","0.0","5.02","88","00:31:39","00:31:40","206","219"
Running,2022-02-28 18:00:48,false,"Running","5.01","404","00:30:24","150","170","3.6","156","233","6:04","4:50","91","93","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.58","6","0.0","5.01","93","00:30:22","00:30:24","205","219"
Running,2022-02-22 18:23:01,false,"Running","4.54","379","00:30:07","146","163","3.2","157","168","6:38","5:15","67","57","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.02","6","0.0","4.54","57","00:30:02","00:30:07","206","219"
Running,2022-01-30 15:58:12,false,"Running","3.10","244","00:19:55","143","163","3.0","149","239","6:26","5:03","40","39","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:07.53","4","0.0","3.10","39","00:19:54","00:19:55","206","220"
Running,2022-01-26 15:31:40,false,"Running","5.15","415","00:30:06","156","172","3.8","160","241","5:51","3:51","69","69","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.21","7","0.0","5.15","69","00:30:05","00:30:06","205","219"
Running,2022-01-23 12:12:57,false,"Cherwell Running","7.60","615","00:43:06","158","173","4.6","163","173","5:40","4:48","17","13","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.07","10","0.0","7.60","13","00:43:04","00:43:06","68","85"
Indoor Cycling,2022-01-17 09:53:08,false,"Indoor Cycling","32.19","742","01:06:02","135","158","3.6","--","--","29.2","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:06:02.18","1","0.0","32.19","--","00:00:00","01:06:02","--","--"
Running,2022-01-16 13:12:11,false,"Stratford on Avon Running","6.98","580","00:49:50","145","168","4.0","132","173","7:08","4:53","40","40","1.51","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:50.96","8","0.0","6.98","40","00:41:57","00:49:50","45","79"
Pool Swimming,2022-01-14 10:57:49,false,"Pool Swimming","1,000","151","00:20:16","129","159","2.6","--","--","2:02","2:15","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","537","58","26","0","0:00","0.0","0:00","No","20:16.11","1","0.0","1,000","--","00:20:16","00:20:25","--","--"
Cycling,2022-01-13 11:13:35,false,"Cannock Chase Cycling","19.10","1,486","02:45:09","135","168","4.3","--","--","6.9","29.4","478","464","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","27:16.88","4","0.0","19.10","464","02:04:48","02:45:09","115","219"
Running,2022-01-12 10:16:28,false,"Cherwell Running","7.68","613","00:44:05","157","174","4.3","162","173","5:45","5:05","17","16","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.91","9","0.0","7.68","16","00:43:56","00:44:05","67","85"
Running,2022-01-10 10:41:31,false,"Cherwell Running","5.04","413","00:31:49","135","170","3.6","147","170","6:18","4:52","7","7","1.08","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:20.34","6","0.0","5.04","7","00:29:33","00:31:49","64","70"
Running,2022-01-05 17:41:02,false,"Running","4.46","392","00:30:08","158","174","3.4","157","173","6:46","5:00","88","86","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:08.34","6","0.0","4.46","86","00:29:59","00:30:08","205","221"
Running,2021-12-20 16:08:21,false,"Running","5.15","432","00:38:15","140","157","3.4","136","173","7:25","4:23","63","62","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:33.66","6","0.0","5.15","62","00:33:18","00:38:15","542","579"
Other,2021-12-19 13:29:56,false,"Airbike","0.00","425","00:38:14","134","169","3.4","71","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","38:14.03","1","0.0","0.00","--","00:00:00","00:38:14","--","--"
Other,2021-12-13 18:13:16,false,"Airbike","0.00","321","00:29:41","136","162","3.2","53","134","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","29:40.86","1","0.0","0.00","--","00:00:00","00:29:41","--","--"
Running,2021-12-06 18:37:50,false,"Running","5.11","415","00:31:06","151","171","3.8","157","178","6:05","4:04","56","55","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:38.61","6","0.0","5.11","55","00:30:26","00:31:06","542","579"
Cardio,2021-12-05 12:21:45,false,"Cardio","0.00","399","00:34:42","137","167","3.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","34:42.14","1","0.0","0.00","--","00:00:00","00:34:42","--","--"
Other,2021-12-03 17:22:40,false,"Airbike","0.00","369","00:30:20","139","161","3.2","44","166","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","30:20.20","1","0.0","0.00","--","00:00:00","00:30:20","--","--"
Cardio,2021-12-02 18:19:29,false,"Cardio","0.00","436","00:40:40","128","167","3.3","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","40:39.99","1","0.0","0.00","--","00:00:00","00:40:40","--","--"
Other,2021-12-01 18:46:37,false,"Airbike","0.00","255","00:26:41","120","150","2.2","41","164","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","26:41.43","1","0.0","0.00","--","00:00:00","00:26:41","--","--"
Other,2021-11-28 11:39:03,false,"Airbike","0.00","469","00:38:54","141","164","3.7","73","120","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","38:54.33","1","0.0","0.00","--","00:00:00","00:38:54","--","--"
Walking,2021-11-24 11:32:24,false,"Walking","6.01","589","01:47:44","97","128","1.5","76","220","17:56","10:02","415","369","0.73","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:04.71","7","0.0","6.01","369","01:23:27","01:47:44","2,390","2,616"
Walking,2021-11-23 10:04:45,false,"Walking","8.73","704","02:07:48","95","120","1.4","82","237","14:38","7:54","650","771","0.84","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","10:40.74","9","0.0","8.73","771","01:46:53","02:18:12","2,249","2,432"
Other,2021-11-16 17:55:15,false,"Airbike","0.00","345","00:46:59","109","150","2.4","30","134","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","46:59.17","1","0.0","0.00","--","00:00:00","00:47:01","--","--"
Other,2021-11-14 17:00:29,false,"Airbike","0.00","566","00:47:57","139","158","3.5","53","147","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","47:56.66","1","0.0","0.00","--","00:00:00","00:47:57","--","--"
Cardio,2021-11-09 20:20:26,false,"Cardio","0.00","365","00:39:36","124","164","2.8","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","39:36.32","1","0.0","0.00","--","00:00:00","00:39:37","--","--"
Other,2021-11-05 20:06:11,false,"Airbike","0.00","294","00:27:47","126","148","2.6","64","184","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","27:47.18","1","0.0","0.00","--","00:00:00","00:27:47","--","--"
Cardio,2021-11-03 17:34:46,false,"Cardio","0.00","327","00:30:04","130","159","2.9","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","30:04.37","1","0.0","0.00","--","00:00:00","00:30:04","--","--"
Running,2021-11-02 16:48:39,false,"Running","4.93","403","00:30:06","150","166","3.5","163","174","6:06","4:56","98","107","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.55","6","0.0","4.93","107","00:30:04","00:30:06","206","219"
Other,2021-11-01 19:18:19,false,"Airbike","0.00","399","00:33:30","137","163","3.3","65","121","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","33:29.69","1","0.0","0.00","--","00:00:00","00:33:30","--","--"
Running,2021-10-29 17:49:00,false,"Running","5.46","462","00:40:11","143","161","3.3","143","170","7:22","5:23","102","101","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:23.53","6","0.0","5.46","101","00:38:50","00:40:11","205","220"
Other,2021-10-25 17:58:28,false,"Airbike","0.00","252","00:22:42","133","159","2.8","73","116","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","22:41.61","1","0.0","0.00","--","00:00:00","00:22:42","--","--"
Running,2021-10-23 17:18:36,false,"Running","4.63","393","00:34:59","142","163","3.2","137","168","7:33","5:36","79","81","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","06:20.11","5","0.0","4.63","81","00:32:12","00:34:59","205","220"
Cardio,2021-10-22 20:23:30,false,"Cardio","0.00","514","00:48:14","137","184","3.5","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","48:14.14","1","0.0","0.00","--","00:00:00","00:48:14","--","--"
Running,2021-10-21 17:05:20,false,"Running","5.43","453","00:36:57","150","174","3.5","150","211","6:48","5:22","89","89","0.97","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:56.88","6","0.0","5.43","89","00:35:49","00:36:57","205","219"
Other,2021-10-20 18:36:44,false,"Airbike","0.00","318","00:25:44","145","180","3.5","61","155","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","25:43.94","1","0.0","0.00","--","00:00:00","00:25:44","--","--"
Cardio,2021-10-18 17:53:07,false,"Cardio","0.00","244","00:28:04","116","149","2.1","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","28:03.96","1","0.0","0.00","--","00:00:00","00:28:04","--","--"
Running,2021-10-17 09:11:13,false,"Running","4.47","390","00:30:06","156","176","3.4","162","236","6:44","3:33","92","85","0.92","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.26","6","0.0","4.47","85","00:30:05","00:30:14","205","219"
Running,2021-10-05 11:11:19,false,"Running","4.84","388","00:27:57","154","173","3.7","162","171","5:47","4:44","60","62","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","04:51.52","5","0.0","4.84","62","00:27:49","00:27:57","543","579"
Pool Swimming,2021-10-04 17:35:28,false,"Pool Swimming","2,300","569","01:11:27","153","180","4.6","--","--","2:04","0:57","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","1252","45","26","0","0:00","0.0","0:00","No","00:02.39","36","0.0","2,300","--","00:47:30","01:11:33","--","--"
Cardio,2021-09-28 12:06:06,false,"Cardio","0.00","608","00:51:26","143","167","3.7","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","51:26.18","1","0.0","0.00","--","00:00:00","00:51:26","--","--"
Running,2021-09-23 19:34:56,false,"Running","5.10","433","00:32:27","156","179","4.1","135","173","6:22","4:15","66","65","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:59.07","6","0.0","5.10","65","00:28:17","00:32:27","543","579"
Pool Swimming,2021-09-22 17:42:16,false,"Pool Swimming","1,500","350","00:42:15","138","167","3.2","--","--","2:11","1:35","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","875","47","27","0","0:00","0.0","0:00","No","42:15.21","1","0.0","1,500","--","00:00:00","00:42:21","--","--"
Cardio,2021-09-21 12:33:24,false,"Cardio","0.00","435","00:43:23","126","158","3.0","--","--","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","43:23.37","1","0.0","0.00","--","00:00:00","00:43:23","--","--"
Running,2021-09-19 18:16:41,false,"Running","7.54","711","00:54:25","158","183","4.9","142","211","7:13","4:40","89","92","0.96","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:12.98","10","0.0","7.54","92","00:00:00","00:54:25","541","586"
Other,2021-09-17 17:20:14,false,"Airbike","1.54","258","00:29:54","119","161","2.4","46","227","3.1","29.5","1","3","1.14","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","07:56.27","2","0.0","1.54","3","00:00:00","00:29:54","561","565"
Running,2021-09-14 18:27:23,false,"Running","5.16","428","00:40:33","128","155","3.1","134","170","7:51","5:16","63","59","0.95","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","05:58.63","6","0.0","5.16","59","00:00:00","00:40:33","542","579"
Other,2021-09-13 16:09:30,false,"Airbike","0.92","253","00:31:16","116","150","2.0","22","160","1.8","36.7","1","1","1.75","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:00.82","5","0.0","0.92","1","00:00:00","00:31:50","559","561"
Other,2021-09-06 16:35:51,false,"Airbike","0.00","331","00:33:50","124","157","2.4","28","167","--","--","--","--","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","33:49.50","1","0.0","0.00","--","00:00:00","00:33:50","--","--"
Running,2021-09-02 15:59:54,false,"Easy Run","4.61","387","00:30:08","149","171","3.2","150","174","6:32","4:50","70","66","1.01","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:03.47","8","0.0","4.61","66","00:00:00","00:30:13","206","219"
Running,2021-08-31 06:50:33,false,"Speed Repeats","5.78","523","00:40:40","148","180","3.7","140","208","7:02","3:25","118","124","0.99","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:00.00","22","0.0","5.78","124","00:00:00","00:40:40","205","219"
Running,2021-08-30 06:16:09,false,"Easy Run","4.72","390","00:32:19","139","169","3.1","148","190","6:51","5:19","27","27","0.98","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:32.58","7","0.0","4.72","27","00:00:00","00:32:24","210","218"
Running,2021-08-26 18:14:04,false,"Stride Repeats","3.49","326","00:26:37","147","172","3.1","125","218","7:37","3:01","28","29","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:11.20","20","0.0","3.49","29","00:00:00","00:26:40","560","570"
Running,2021-08-24 07:02:39,false,"Easy Run","4.62","404","00:30:09","151","181","3.2","152","224","6:31","4:46","99","98","1.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:10.76","7","0.0","4.62","98","00:00:00","00:30:11","206","219"
Running,2021-08-22 17:58:01,false,"Benchmark Run","2.32","194","00:14:54","148","171","2.5","144","171","6:26","4:18","31","29","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.70","5","0.0","2.32","29","00:00:00","00:15:12","206","219"
Running,2021-08-21 08:12:38,false,"Running","2.46","200","00:14:19","150","179","2.7","160","168","5:49","5:04","46","55","1.07","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:47.58","3","0.0","2.46","55","00:00:00","00:14:19","205","219"
Running,2021-08-18 07:10:36,false,"Cherwell Running","7.36","583","00:43:56","142","156","3.4","165","175","5:58","5:06","16","14","1.02","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:07.82","9","0.0","7.36","14","00:00:00","00:43:56","69","85"
Running,2021-08-15 10:53:19,false,"Newham Running","9.03","729","00:51:00","161","179","4.2","167","181","5:39","4:38","16","20","1.06","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","02:50.69","10","0.0","9.03","20","00:00:00","00:52:11","--","14"
Running,2021-08-12 07:19:37,false,"Cherwell Running","6.97","588","00:42:06","159","174","3.8","159","175","6:02","4:34","14","14","1.04","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:05.76","8","0.0","6.97","14","00:00:00","00:42:06","62","73"
Running,2021-08-10 06:59:58,false,"Stratford on Avon Running","6.59","552","00:39:02","159","176","3.9","161","237","5:55","4:12","60","64","1.05","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:02.40","8","0.0","6.59","64","00:38:59","00:39:02","70","96"
Running,2021-08-08 08:27:28,false,"Birmingham Running","7.22","596","00:42:24","158","172","4.0","165","176","5:52","4:55","20","23","1.03","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","03:24.18","8","0.0","7.22","23","00:42:23","00:42:24","137","148"
Running,2021-08-06 07:52:40,false,"Stratford on Avon Running","6.55","525","00:36:06","162","180","4.3","165","178","5:31","4:35","40","45","1.10","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:06.32","8","0.0","6.55","45","00:36:00","00:36:06","45","79"
Cycling,2021-08-03 10:17:29,false,"Cannock Chase Cycling","9.39","663","00:55:46","141","164","3.6","--","--","10.1","24.0","169","181","0.00","0.0","0.0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","20:28.49","2","0.0","9.39","181","00:50:07","00:56:29","116","219"
